,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
4239,CF403C16600,179.00    ,182.00    ,197.00    ,164.00    ,184.00    ,176.00    ,5.00      ,-3.00     ,898       ,"1,184     ",-374      ,81.34       ,0.2359    ,16.54     ,0,2023-11-09
4240,CF403C16800,143.00    ,147.00    ,157.00    ,131.00    ,142.00    ,141.00    ,-1.00     ,-2.00     ,150       ,"1,896     ",-59       ,10.67       ,0.1969    ,16.66     ,0,2023-11-09
4241,CF403C17000,113.00    ,115.00    ,125.00    ,101.00    ,114.00    ,111.00    ,1.00      ,-2.00     ,619       ,"1,279     ",59        ,34.48       ,0.1623    ,16.80     ,0,2023-11-09
4242,CF403C17200,91.00     ,94.00     ,101.00    ,80.00     ,91.00     ,89.00     ,0.00      ,-2.00     ,660       ,"1,026     ",89        ,29.12       ,0.1344    ,16.98     ,0,2023-11-09
4243,CF403C17400,73.00     ,73.00     ,78.00     ,63.00     ,72.00     ,71.00     ,-1.00     ,-2.00     ,622       ,"1,159     ",216       ,21.61       ,0.1109    ,17.20     ,0,2023-11-09
4244,CF403C17600,59.00     ,58.00     ,63.00     ,50.00     ,58.00     ,57.00     ,-1.00     ,-2.00     ,828       ,"1,646     ",241       ,22.79       ,0.0914    ,17.46     ,0,2023-11-09
4245,CF403C17800,48.00     ,46.00     ,48.00     ,44.00     ,47.00     ,47.00     ,-1.00     ,-1.00     ,225       ,"1,515     ",82        ,5.11        ,0.0764    ,17.77     ,0,2023-11-09
4246,CF403C18000,40.00     ,40.00     ,44.00     ,36.00     ,43.00     ,39.00     ,3.00      ,-1.00     ,676       ,"4,824     ",542       ,13.79       ,0.0640    ,18.13     ,0,2023-11-09
4247,CF403C18200,33.00     ,33.00     ,35.00     ,29.00     ,35.00     ,33.00     ,2.00      ,0.00      ,571       ,"2,710     ",212       ,9.46        ,0.0544    ,18.54     ,0,2023-11-09
4248,CF403C18400,28.00     ,29.00     ,35.00     ,28.00     ,35.00     ,29.00     ,7.00      ,1.00      ,954       ,"1,995     ",743       ,15.50       ,0.0474    ,19.01     ,0,2023-11-09
4249,CF403C18600,24.00     ,25.00     ,28.00     ,25.00     ,28.00     ,25.00     ,4.00      ,1.00      ,19        ,"1,289     ",0         ,0.26        ,0.0412    ,19.54     ,0,2023-11-09
4250,CF403C18800,21.00     ,24.00     ,25.00     ,22.00     ,22.00     ,23.00     ,1.00      ,2.00      ,12        ,"1,369     ",10        ,0.15        ,0.0368    ,20.11     ,0,2023-11-09
4251,CF403C19000,19.00     ,23.00     ,24.00     ,21.00     ,23.00     ,21.00     ,4.00      ,2.00      ,67        ,"2,472     ",-13       ,0.76        ,0.0339    ,20.75     ,0,2023-11-09
4252,CF403C19200,17.00     ,18.00     ,21.00     ,18.00     ,19.00     ,20.00     ,2.00      ,3.00      ,184       ,"3,049     ",33        ,1.80        ,0.0314    ,21.42     ,0,2023-11-09
4253,CF403C19400,15.00     ,18.00     ,18.00     ,16.00     ,16.00     ,19.00     ,1.00      ,4.00      ,150       ,"1,417     ",102       ,1.24        ,0.0294    ,22.14     ,0,2023-11-09
4254,CF403C19600,15.00     ,15.00     ,15.00     ,15.00     ,15.00     ,19.00     ,0.00      ,4.00      ,16        ,"2,125     ",15        ,0.12        ,0.0278    ,22.88     ,0,2023-11-09
4255,CF403C19800,14.00     ,15.00     ,15.00     ,13.00     ,15.00     ,18.00     ,1.00      ,4.00      ,142       ,"3,625     ",-6        ,1.05        ,0.0265    ,23.65     ,0,2023-11-09
4256,CF403P13600,35.00     ,31.00     ,34.00     ,28.00     ,30.00     ,31.00     ,-5.00     ,-4.00     ,780       ,447       ,44        ,12.13       ,-0.0529   ,16.85     ,0,2023-11-09
4257,CF403P13800,49.00     ,46.00     ,50.00     ,42.00     ,45.00     ,45.00     ,-4.00     ,-4.00     ,810       ,"1,433     ",-3        ,18.28       ,-0.0723   ,16.76     ,0,2023-11-09
4258,CF403P14000,69.00     ,64.00     ,70.00     ,57.00     ,62.00     ,64.00     ,-7.00     ,-5.00     ,686       ,"1,735     ",44        ,21.27       ,-0.0981   ,16.68     ,0,2023-11-09
4259,CF403P14200,95.00     ,87.00     ,96.00     ,80.00     ,88.00     ,90.00     ,-7.00     ,-5.00     ,385       ,"1,032     ",18        ,16.82       ,-0.1293   ,16.60     ,0,2023-11-09
4260,CF403P14400,128.00    ,120.00    ,133.00    ,110.00    ,119.00    ,122.00    ,-9.00     ,-6.00     ,468       ,"1,005     ",64        ,28.52       ,-0.1662   ,16.53     ,0,2023-11-09
4261,CF403P14600,169.00    ,161.00    ,180.00    ,150.00    ,163.00    ,162.00    ,-6.00     ,-7.00     ,774       ,"1,265     ",352       ,62.39       ,-0.2088   ,16.47     ,0,2023-11-09
4262,CF403P14800,219.00    ,196.00    ,227.00    ,195.00    ,216.00    ,212.00    ,-3.00     ,-7.00     ,141       ,800       ,0         ,14.95       ,-0.2569   ,16.41     ,0,2023-11-09
4263,CF403P15000,282.00    ,273.00    ,297.00    ,250.00    ,276.00    ,275.00    ,-6.00     ,-7.00     ,643       ,"1,380     ",206       ,88.85       ,-0.3110   ,16.37     ,0,2023-11-09
4264,CF403P15200,357.00    ,323.00    ,368.00    ,323.00    ,348.00    ,349.00    ,-9.00     ,-8.00     ,376       ,684       ,118       ,66.47       ,-0.3685   ,16.34     ,0,2023-11-09
4265,CF403P15400,442.00    ,404.00    ,457.00    ,404.00    ,436.00    ,434.00    ,-6.00     ,-8.00     ,110       ,394       ,9         ,24.16       ,-0.4283   ,16.32     ,0,2023-11-09
4266,CF403P15600,539.00    ,511.00    ,556.00    ,499.00    ,525.00    ,531.00    ,-14.00    ,-8.00     ,889       ,729       ,442       ,229.52      ,-0.4893   ,16.31     ,0,2023-11-09
4267,CF403P15800,650.00    ,632.00    ,678.00    ,605.00    ,641.00    ,642.00    ,-9.00     ,-8.00     ,92        ,588       ,25        ,29.53       ,-0.5498   ,16.32     ,0,2023-11-09
4268,CF403P16000,774.00    ,722.00    ,805.00    ,719.00    ,761.00    ,766.00    ,-13.00    ,-8.00     ,246       ,650       ,-13       ,95.70       ,-0.6079   ,16.34     ,0,2023-11-09
4269,CF403P16200,908.00    ,890.00    ,935.00    ,848.00    ,910.00    ,900.00    ,2.00      ,-8.00     ,128       ,699       ,-24       ,57.74       ,-0.6627   ,16.39     ,0,2023-11-09
4270,CF403P16400,"1,052.00  ",993.00    ,"1,084.00  ",986.00    ,"1,057.00  ","1,044.00  ",5.00      ,-8.00     ,135       ,479       ,-10       ,70.85       ,-0.7140   ,16.45     ,0,2023-11-09
4271,CF403P16600,"1,207.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,200.00  ",-7.00     ,-7.00     ,0         ,319       ,0         ,0.00        ,-0.7591   ,16.54     ,0,2023-11-09
4272,CF403P16800,"1,371.00  ","1,417.00  ","1,417.00  ","1,417.00  ","1,417.00  ","1,363.00  ",46.00     ,-8.00     ,10        ,754       ,-10       ,7.09        ,-0.7987   ,16.66     ,0,2023-11-09
4273,CF403P17000,"1,540.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,533.00  ",-7.00     ,-7.00     ,0         ,396       ,0         ,0.00        ,-0.8341   ,16.80     ,0,2023-11-09
4274,CF403P17200,"1,717.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,710.00  ",-7.00     ,-7.00     ,0         ,229       ,0         ,0.00        ,-0.8627   ,16.98     ,0,2023-11-09
4275,CF403P17400,"1,898.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,892.00  ",-6.00     ,-6.00     ,0         ,233       ,0         ,0.00        ,-0.8871   ,17.20     ,0,2023-11-09
4276,CF403P17600,"2,084.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,077.00  ",-7.00     ,-7.00     ,0         ,272       ,0         ,0.00        ,-0.9075   ,17.46     ,0,2023-11-09
4277,CF403P17800,"2,273.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,267.00  ",-6.00     ,-6.00     ,0         ,355       ,0         ,0.00        ,-0.9234   ,17.77     ,0,2023-11-09
4278,CF403P18000,"2,464.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,458.00  ",-6.00     ,-6.00     ,0         ,332       ,0         ,0.00        ,-0.9367   ,18.13     ,0,2023-11-09
4279,CF403P18200,"2,657.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,652.00  ",-5.00     ,-5.00     ,0         ,142       ,0         ,0.00        ,-0.9472   ,18.54     ,0,2023-11-09
4280,CF403P18400,"2,852.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,848.00  ",-4.00     ,-4.00     ,0         ,56        ,0         ,0.00        ,-0.9550   ,19.01     ,0,2023-11-09
4281,CF403P18600,"3,048.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,044.00  ",-4.00     ,-4.00     ,0         ,6         ,0         ,0.00        ,-0.9620   ,19.54     ,0,2023-11-09
4282,CF403P18800,"3,245.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,242.00  ",-3.00     ,-3.00     ,0         ,14        ,0         ,0.00        ,-0.9670   ,20.11     ,0,2023-11-09
4283,CF403P19000,"3,443.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,440.00  ",-3.00     ,-3.00     ,0         ,13        ,0         ,0.00        ,-0.9706   ,20.75     ,0,2023-11-09
4284,CF403P19200,"3,641.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,639.00  ",-2.00     ,-2.00     ,0         ,6         ,0         ,0.00        ,-0.9735   ,21.42     ,0,2023-11-09
4285,CF403P19400,"3,840.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,838.00  ",-2.00     ,-2.00     ,0         ,0         ,0         ,0.00        ,-0.9759   ,22.14     ,0,2023-11-09
4286,CF403P19600,"4,039.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,037.00  ",-2.00     ,-2.00     ,0         ,0         ,0         ,0.00        ,-0.9780   ,22.88     ,0,2023-11-09
4287,CF403P19800,"4,238.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,236.00  ",-2.00     ,-2.00     ,0         ,0         ,0         ,0.00        ,-0.9797   ,23.65     ,0,2023-11-09
4288,CF405C13600,"1,989.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,990.00  ",1.00      ,1.00      ,0         ,0         ,0         ,0.00        ,0.8997    ,16.52     ,0,2023-11-09
4289,CF405C13800,"1,815.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,816.00  ",1.00      ,1.00      ,0         ,6         ,0         ,0.00        ,0.8734    ,16.43     ,0,2023-11-09
4290,CF405C14000,"1,646.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,646.00  ",0.00      ,0.00      ,0         ,12        ,0         ,0.00        ,0.8443    ,16.35     ,0,2023-11-09
4291,CF405C14200,"1,486.00  ","1,600.00  ","1,600.00  ","1,564.00  ","1,564.00  ","1,485.00  ",78.00     ,-1.00     ,2         ,132       ,2         ,1.58        ,0.8105    ,16.29     ,0,2023-11-09
4292,CF405C14400,"1,334.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,333.00  ",-1.00     ,-1.00     ,0         ,9         ,0         ,0.00        ,0.7728    ,16.24     ,0,2023-11-09
4293,CF405C14600,"1,189.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,186.00  ",-3.00     ,-3.00     ,0         ,6         ,0         ,0.00        ,0.7326    ,16.21     ,0,2023-11-09
4294,CF405C14800,"1,056.00  ","1,073.00  ","1,094.00  ","1,012.00  ","1,012.00  ","1,052.00  ",-44.00    ,-4.00     ,68        ,338       ,-13       ,36.24       ,0.6883    ,16.19     ,0,2023-11-09
4295,CF405C15000,932.00    ,955.00    ,955.00    ,887.00    ,924.00    ,927.00    ,-8.00     ,-5.00     ,132       ,572       ,2         ,61.31       ,0.6422    ,16.18     ,0,2023-11-09
4296,CF405C15200,815.00    ,833.00    ,866.00    ,783.00    ,810.00    ,809.00    ,-5.00     ,-6.00     ,133       ,367       ,8         ,54.85       ,0.5947    ,16.19     ,0,2023-11-09
4297,CF405C15400,714.00    ,727.00    ,763.00    ,684.00    ,705.00    ,707.00    ,-9.00     ,-7.00     ,250       ,384       ,49        ,89.26       ,0.5459    ,16.21     ,0,2023-11-09
4298,CF405C15600,620.00    ,634.00    ,659.00    ,588.00    ,615.00    ,611.00    ,-5.00     ,-9.00     ,913       ,"1,104     ",301       ,279.37      ,0.4976    ,16.25     ,0,2023-11-09
4299,CF405C15800,535.00    ,556.00    ,570.00    ,497.00    ,531.00    ,526.00    ,-4.00     ,-9.00     ,234       ,210       ,4         ,62.99       ,0.4500    ,16.30     ,0,2023-11-09
4300,CF405C16000,462.00    ,472.00    ,490.00    ,425.00    ,448.00    ,453.00    ,-14.00    ,-9.00     ,325       ,426       ,25        ,74.41       ,0.4044    ,16.36     ,0,2023-11-09
4301,CF405C16200,394.00    ,402.00    ,425.00    ,371.00    ,391.00    ,384.00    ,-3.00     ,-10.00    ,305       ,575       ,20        ,60.44       ,0.3601    ,16.43     ,0,2023-11-09
4302,CF405C16400,339.00    ,352.00    ,364.00    ,306.00    ,322.00    ,330.00    ,-17.00    ,-9.00     ,304       ,"1,129     ",16        ,51.15       ,0.3200    ,16.52     ,0,2023-11-09
4303,CF405C16600,287.00    ,300.00    ,310.00    ,258.00    ,280.00    ,278.00    ,-7.00     ,-9.00     ,363       ,"1,234     ",-3        ,51.69       ,0.2815    ,16.61     ,0,2023-11-09
4304,CF405C16800,246.00    ,252.00    ,254.00    ,208.00    ,230.00    ,237.00    ,-16.00    ,-9.00     ,"4,812     ","7,324     ","3,092     ",547.77      ,0.2476    ,16.72     ,0,2023-11-09
4305,CF405C17000,207.00    ,214.00    ,221.00    ,183.00    ,201.00    ,199.00    ,-6.00     ,-8.00     ,665       ,"1,843     ",47        ,66.72       ,0.2158    ,16.83     ,0,2023-11-09
4306,CF405C17200,177.00    ,184.00    ,186.00    ,152.00    ,166.00    ,169.00    ,-11.00    ,-8.00     ,665       ,"1,882     ",0         ,56.87       ,0.1883    ,16.95     ,0,2023-11-09
4307,CF405C17400,148.00    ,154.00    ,155.00    ,127.00    ,142.00    ,142.00    ,-6.00     ,-6.00     ,722       ,"1,511     ",-24       ,50.72       ,0.1628    ,17.08     ,0,2023-11-09
4308,CF405C17600,127.00    ,130.00    ,132.00    ,106.00    ,115.00    ,120.00    ,-12.00    ,-7.00     ,745       ,702       ,32        ,43.49       ,0.1414    ,17.22     ,0,2023-11-09
4309,CF405C17800,106.00    ,110.00    ,112.00    ,90.00     ,100.00    ,100.00    ,-6.00     ,-6.00     ,238       ,"1,355     ",6         ,11.87       ,0.1212    ,17.37     ,0,2023-11-09
4310,CF405C18000,91.00     ,94.00     ,96.00     ,73.00     ,86.00     ,86.00     ,-5.00     ,-5.00     ,241       ,"1,728     ",90        ,9.89        ,0.1054    ,17.52     ,0,2023-11-09
4311,CF405C18200,77.00     ,74.00     ,74.00     ,60.00     ,73.00     ,71.00     ,-4.00     ,-6.00     ,239       ,788       ,162       ,7.96        ,0.0900    ,17.67     ,0,2023-11-09
4312,CF405C18400,65.00     ,62.00     ,62.00     ,50.00     ,60.00     ,61.00     ,-5.00     ,-4.00     ,223       ,986       ,215       ,6.27        ,0.0780    ,17.83     ,0,2023-11-09
4313,CF405C18600,55.00     ,54.00     ,57.00     ,43.00     ,55.00     ,51.00     ,0.00      ,-4.00     ,345       ,"1,651     ",185       ,8.49        ,0.0671    ,17.99     ,0,2023-11-09
4314,CF405C18800,46.00     ,49.00     ,50.00     ,40.00     ,50.00     ,43.00     ,4.00      ,-3.00     ,863       ,"4,108     ",549       ,19.83       ,0.0573    ,18.16     ,0,2023-11-09
4315,CF405C19000,40.00     ,42.00     ,43.00     ,32.00     ,42.00     ,37.00     ,2.00      ,-3.00     ,873       ,"1,667     ",277       ,17.20       ,0.0498    ,18.33     ,0,2023-11-09
4316,CF405C19200,34.00     ,35.00     ,38.00     ,28.00     ,38.00     ,31.00     ,4.00      ,-3.00     ,520       ,"1,565     ",166       ,8.86        ,0.0425    ,18.50     ,0,2023-11-09
4317,CF405C19400,28.00     ,31.00     ,33.00     ,25.00     ,33.00     ,27.00     ,5.00      ,-1.00     ,570       ,"2,285     ",376       ,8.39        ,0.0367    ,18.67     ,0,2023-11-09
4318,CF405C19600,25.00     ,31.00     ,33.00     ,27.00     ,32.00     ,23.00     ,7.00      ,-2.00     ,335       ,"4,065     ",153       ,4.92        ,0.0319    ,18.84     ,0,2023-11-09
4319,CF405P13600,79.00     ,80.00     ,85.00     ,72.00     ,78.00     ,80.00     ,-1.00     ,1.00      ,516       ,672       ,116       ,20.16       ,-0.0972   ,16.52     ,0,2023-11-09
4320,CF405P13800,105.00    ,102.00    ,111.00    ,92.00     ,100.00    ,105.00    ,-5.00     ,0.00      ,581       ,624       ,142       ,29.48       ,-0.1220   ,16.43     ,0,2023-11-09
4321,CF405P14000,135.00    ,134.00    ,140.00    ,125.00    ,133.00    ,135.00    ,-2.00     ,0.00      ,648       ,735       ,143       ,42.80       ,-0.1499   ,16.35     ,0,2023-11-09
4322,CF405P14200,173.00    ,172.00    ,183.00    ,163.00    ,171.00    ,173.00    ,-2.00     ,0.00      ,391       ,960       ,-17       ,33.36       ,-0.1826   ,16.29     ,0,2023-11-09
4323,CF405P14400,220.00    ,213.00    ,259.00    ,201.00    ,219.00    ,218.00    ,-1.00     ,-2.00     ,415       ,"2,679     ",10        ,44.15       ,-0.2193   ,16.24     ,0,2023-11-09
4324,CF405P14600,273.00    ,282.00    ,330.00    ,255.00    ,269.00    ,270.00    ,-4.00     ,-3.00     ,"1,070     ","4,972     ",69        ,143.59      ,-0.2587   ,16.21     ,0,2023-11-09
4325,CF405P14800,338.00    ,337.00    ,352.00    ,313.00    ,334.00    ,334.00    ,-4.00     ,-4.00     ,698       ,"4,220     ",228       ,116.93      ,-0.3023   ,16.19     ,0,2023-11-09
4326,CF405P15000,413.00    ,392.00    ,425.00    ,387.00    ,416.00    ,407.00    ,3.00      ,-6.00     ,187       ,788       ,-41       ,37.66       ,-0.3480   ,16.18     ,0,2023-11-09
4327,CF405P15200,494.00    ,499.00    ,509.00    ,468.00    ,499.00    ,487.00    ,5.00      ,-7.00     ,201       ,"1,171     ",-71       ,48.76       ,-0.3953   ,16.19     ,0,2023-11-09
4328,CF405P15400,590.00    ,575.00    ,611.00    ,559.00    ,592.00    ,583.00    ,2.00      ,-7.00     ,156       ,"1,261     ",55        ,44.91       ,-0.4438   ,16.21     ,0,2023-11-09
4329,CF405P15600,694.00    ,685.00    ,725.00    ,656.00    ,697.00    ,686.00    ,3.00      ,-8.00     ,708       ,845       ,285       ,241.08      ,-0.4921   ,16.25     ,0,2023-11-09
4330,CF405P15800,807.00    ,796.00    ,826.00    ,760.00    ,799.00    ,799.00    ,-8.00     ,-8.00     ,141       ,589       ,14        ,55.52       ,-0.5399   ,16.30     ,0,2023-11-09
4331,CF405P16000,932.00    ,906.00    ,952.00    ,890.00    ,939.00    ,923.00    ,7.00      ,-9.00     ,95        ,652       ,-14       ,43.03       ,-0.5857   ,16.36     ,0,2023-11-09
4332,CF405P16200,"1,062.00  ","1,030.00  ","1,069.00  ","1,030.00  ","1,052.00  ","1,052.00  ",-10.00    ,-10.00    ,67        ,794       ,0         ,35.11       ,-0.6305   ,16.43     ,0,2023-11-09
4333,CF405P16400,"1,205.00  ","1,205.00  ","1,219.00  ","1,156.00  ","1,197.00  ","1,196.00  ",-8.00     ,-9.00     ,95        ,475       ,23        ,55.99       ,-0.6710   ,16.52     ,0,2023-11-09
4334,CF405P16600,"1,351.00  ","1,294.00  ","1,353.00  ","1,293.00  ","1,339.00  ","1,343.00  ",-12.00    ,-8.00     ,88        ,"1,307     ",0         ,58.29       ,-0.7101   ,16.61     ,0,2023-11-09
4335,CF405P16800,"1,509.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,500.00  ",-9.00     ,-9.00     ,0         ,342       ,0         ,0.00        ,-0.7447   ,16.72     ,0,2023-11-09
4336,CF405P17000,"1,668.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,661.00  ",-7.00     ,-7.00     ,0         ,355       ,0         ,0.00        ,-0.7773   ,16.83     ,0,2023-11-09
4337,CF405P17200,"1,837.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,829.00  ",-8.00     ,-8.00     ,0         ,110       ,0         ,0.00        ,-0.8058   ,16.95     ,0,2023-11-09
4338,CF405P17400,"2,007.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,000.00  ",-7.00     ,-7.00     ,0         ,153       ,0         ,0.00        ,-0.8323   ,17.08     ,0,2023-11-09
4339,CF405P17600,"2,184.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,178.00  ",-6.00     ,-6.00     ,0         ,140       ,0         ,0.00        ,-0.8547   ,17.22     ,0,2023-11-09
4340,CF405P17800,"2,363.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,357.00  ",-6.00     ,-6.00     ,0         ,81        ,0         ,0.00        ,-0.8761   ,17.37     ,0,2023-11-09
4341,CF405P18000,"2,547.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,542.00  ",-5.00     ,-5.00     ,0         ,60        ,0         ,0.00        ,-0.8931   ,17.52     ,0,2023-11-09
4342,CF405P18200,"2,732.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,727.00  ",-5.00     ,-5.00     ,0         ,60        ,0         ,0.00        ,-0.9099   ,17.67     ,0,2023-11-09
4343,CF405P18400,"2,920.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,916.00  ",-4.00     ,-4.00     ,0         ,55        ,0         ,0.00        ,-0.9231   ,17.83     ,0,2023-11-09
